domain_name,returned_record,record_type,v,p,pct,rua,ruf,sp,adkim,aspf,others,invalid_flags,config_v_p_order,config_v,config_p,config_pct,config_sp,raw_data
UCIA.GOV,No,,,,,,,,,,,,,,,,,
LAKEPORTTX.GOV,No,,,,,,,,,,,,,,,,,
POCOMOKEMD.GOV,No,,,,,,,,,,,,,,,,,
FBIJOBS.GOV,Yes,TXT,DMARC1,reject,100,mailto:reports@dmarc.cyber.dhs.gov,,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov; pct=100"""
ROSEBUDSIOUXTRIBE-NSN.GOV,No,,,,,,,,,,,,,,,,,
WILBRAHAM-MA.GOV,No,,,,,,,,,,,,,,,,,
MILFORDNE.GOV,No,,,,,,,,,,,,,,,,,
MICMAC-NSN.GOV,No,,,,,,,,,,,,,,,,,
GOPLEADER.GOV,No,,,,,,,,,,,,,,,,,
SHELTONWA.GOV,No,,,,,,,,,,,,,,,,,
FORDLIBRARYMUSEUM.GOV,Yes,TXT,DMARC1,reject,,mailto:reports@dmarc.cyber.dhs.gov,,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov"""
SCSTATEHOUSE.GOV,Yes,TXT,DMARC1,none,,mailto:dmarc_admin@scstatehouse.gov,mailto:dmarc_admin@scstatehouse.gov,,,,fo=1 ,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; rua=mailto:dmarc_admin@scstatehouse.gov; ruf=mailto:dmarc_admin@scstatehouse.gov;fo=1"""
WVLEGISLATURE.GOV,No,,,,,,,,,,,,,,,,,
NAPLESCITYUT.GOV,No,,,,,,,,,,,,,,,,,
FULSHEARTEXAS.GOV,Yes,TXT,DMARC1,reject,,,,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject"""
FIRSTGOV.GOV,Yes,TXT,DMARC1,reject,100,"mailto:dmarcreports@gsa.gov,mailto:reports@dmarc.cyber.dhs.gov",mailto:dmarcfailures@gsa.gov,,,,fo=1 ri=86400 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; pct=100; fo=1; ri=86400; rua=mailto:dmarcreports@gsa.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarcfailures@gsa.gov"""
REEDSBURGWI.GOV,No,,,,,,,,,,,,,,,,,
REGULATIONS.GOV,Yes,TXT,DMARC1,reject,100,"mailto:dmarc_agg@valigov.email,mailto:DMARC_RUA_regulations.gov@epa.gov,mailto:reports@dmarc.cyber.dhs.gov",mailto:dmarc_ruf_regulations.gov@epa.gov,,,,fo=1 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; pct=100; rua=mailto:dmarc_agg@valigov.email,mailto:DMARC_RUA_regulations.gov@epa.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarc_ruf_regulations.gov@epa.gov; fo=1"""
WILDOHIO.GOV,No,,,,,,,,,,,,,,,,,
GREENVILLEAL.GOV,No,,,,,,,,,,,,,,,,,
IOWACHILDLABOR.GOV,No,,,,,,,,,,,,,,,,,
MERCERSBURGPA.GOV,No,,,,,,,,,,,,,,,,,
DUNCANOK.GOV,Yes,CNAME,,,,,,,,,,,,,,,,duncanok.gov.hosted.dmarc-report.com.
DUNCANOK.GOV,Yes,TXT,DMARC1,none,,mailto:2b36b534@mxtoolbox.dmarc-report.com,mailto:2b36b534@forensics.dmarc-report.com,,,,fo=1 ,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; fo=1; rua=mailto:2b36b534@mxtoolbox.dmarc-report.com; ruf=mailto:2b36b534@forensics.dmarc-report.com;"""
TEXASFIGHTSIDTHEFT.GOV,No,,,,,,,,,,,,,,,,,
SIOUXFALLSSD.GOV,No,,,,,,,,,,,,,,,,,
WORCESTERMA.GOV,No,,,,,,,,,,,,,,,,,
MONTICELLOKY.GOV,Yes,CNAME,,,,,,,,,,,,,,,,monticelloky.gov.
MONTICELLOKY.GOV,Yes,TXT,,,,,,,,,,,,,,,,"""google-site-verification=gMIMecDO40T7lGeLfLv0lM2MEzxF_HyIL89SYBBRMQ8"""
CARTERCOUNTYTN.GOV,No,,,,,,,,,,,,,,,,,
FARGOND.GOV,Yes,TXT,DMARC1,none,,mailto:manderson@fargond.gov,mailto:manderson@fargond.gov,none,,,ri=86400 ,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; rua=mailto:manderson@fargond.gov; ruf=mailto:manderson@fargond.gov; sp=none; ri=86400"""
EVANSVILLE-WY.GOV,No,,,,,,,,,,,,,,,,,
DWGPA.GOV,No,,,,,,,,,,,,,,,,,
WINDSOR-VA.GOV,Yes,TXT,DMARC1,none,,,,,,,fo=1 ,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; fo=1"""
CONSUMERPROTECTION.GOV,Yes,TXT,DMARC1,reject,,mailto:reports@dmarc.cyber.dhs.gov,,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1;p=reject;rua=mailto:reports@dmarc.cyber.dhs.gov"""
COLFAX-CA.GOV,No,,,,,,,,,,,,,,,,,
SCRIBNER-NE.GOV,No,,,,,,,,,,,,,,,,,
CLEVELANDTN.GOV,No,,,,,,,,,,,,,,,,,
PAYSONAZ.GOV,No,,,,,,,,,,,,,,,,,
HEALTH.GOV,Yes,TXT,DMARC1,reject,,"mailto:hhs@rua.agari.com,mailto:reports@dmarc.cyber.dhs.gov",mailto:hhs@ruf.agari.com,,,,fo=1 ri=3600 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:hhs@rua.agari.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:hhs@ruf.agari.com"""
LAWRENCECOUNTYAL.GOV,No,,,,,,,,,,,,,,,,,
LEXINGTONNC.GOV,No,,,,,,,,,,,,,,,,,
BOEM.GOV,Yes,TXT,DMARC1,reject,,"mailto:dmarc_reports@doi.gov,mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@valigov.email",,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1;p=reject;rua=mailto:dmarc_reports@doi.gov,mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_agg@valigov.email"""
KNOXCOUNTYTN.GOV,No,,,,,,,,,,,,,,,,,
BLUELAKERANCHERIA-NSN.GOV,No,,,,,,,,,,,,,,,,,
WMATC.GOV,No,,,,,,,,,,,,,,,,,
HELPWITHMYMORTGAGEBANK.GOV,Yes,TXT,DMARC1,reject,,"mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov",mailto:us-treasury@ruf.dmp.cisco.com,,,,fo=1 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com"""
REPUBLICANS.GOV,No,,,,,,,,,,,,,,,,,
FMI.GOV,Yes,TXT,DMARC1,reject,100,"mailto:dmarcreports@gsa.gov,mailto:reports@dmarc.cyber.dhs.gov",mailto:dmarcfailures@gsa.gov,,,,fo=1 ri=86400 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; pct=100; fo=1; ri=86400; rua=mailto:dmarcreports@gsa.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarcfailures@gsa.gov"""
JACKSONCOUNTYCO.GOV,No,,,,,,,,,,,,,,,,,
OWC.GOV,No,,,,,,,,,,,,,,,,,
ECORSEMI.GOV,No,,,,,,,,,,,,,,,,,
COLUMBIACOUNTYNY.GOV,No,,,,,,,,,,,,,,,,,
SALADOTX.GOV,No,,,,,,,,,,,,,,,,,
IWTSD.GOV,No,,,,,,,,,,,,,,,,,
MYWASHINGTONCOUNTYNY.GOV,No,,,,,,,,,,,,,,,,,
PALMDESERT.GOV,No,,,,,,,,,,,,,,,,,
MT.GOV,Yes,TXT,DMARC1,reject,100,"mailto:dmarc@mt.gov,mailto:dmarc_rua@emaildefense.proofpoint.com","mailto:dmarc@mt.gov,mailto:dmarc_ruf@emaildefense.proofpoint.com",none,r,r,fo=0 ,,Valid,Valid,Valid,Valid,"Very bad: p=reject, sp=none: Ignores subdomain DMARC fails and permits subdomain spoofing","""v=DMARC1; p=reject; rua=mailto:dmarc@mt.gov,mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc@mt.gov,mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=0; adkim=r; aspf=r; pct=100; sp=none"""
NEBRASKARESEARCH.GOV,Yes,TXT,DMARC1,reject,,mailto:mm6p2jkr@ag.dmarcian.com,mailto:mm6p2jkr@fr.dmarcian.com,none,,,fo=1 ,,Valid,Valid,Valid,Valid,"Very bad: p=reject, sp=none: Ignores subdomain DMARC fails and permits subdomain spoofing","""v=DMARC1;p=reject;sp=none;fo=1;rua=mailto:mm6p2jkr@ag.dmarcian.com;ruf=mailto:mm6p2jkr@fr.dmarcian.com"""
GREENECOUNTYTN.GOV,No,,,,,,,,,,,,,,,,,
USITCOIG.GOV,No,,,,,,,,,,,,,,,,,
WARRICKCOUNTY.GOV,No,,,,,,,,,,,,,,,,,
TXCOURTS.GOV,No,,,,,,,,,,,,,,,,,
LEXINGTONMA.GOV,No,,,,,,,,,,,,,,,,,
COLUMBUS.GOV,Yes,TXT,DMARC1,quarantine,,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,,,,fo=1 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=quarantine; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com"""
HARPERSVILLEAL.GOV,No,,,,,,,,,,,,,,,,,
CORVALLISOREGON.GOV,No,,,,,,,,,,,,,,,,,
CHEROKEECOUNTY-NC.GOV,No,,,,,,,,,,,,,,,,,
PLOVERWI.GOV,Yes,TXT,DMARC1,none,,mailto:dmarcreports@ploverwi.gov,,,,,,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; rua=mailto:dmarcreports@ploverwi.gov"""
WGA.GOV,No,,,,,,,,,,,,,,,,,
NCWORKS.GOV,No,,,,,,,,,,,,,,,,,
BAMBERGCOUNTYSC.GOV,No,,,,,,,,,,,,,,,,,
USDAPII.GOV,Yes,TXT,DMARC1,reject,,"mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_rua@emaildefense.proofpoint.com",,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_rua@emaildefense.proofpoint.com"""
CITYOFLAPORTEIN.GOV,No,,,,,,,,,,,,,,,,,
CHESAPEAKEBEACHMD.GOV,No,,,,,,,,,,,,,,,,,
HIDEOUTUTAH.GOV,No,,,,,,,,,,,,,,,,,
EISENHOWERMEMORIAL.GOV,Yes,TXT,DMARC1,none,10,"mailto:dmarcreports@gsa.gov,mailto:reports@dmarc.cyber.dhs.gov",mailto:dmarcfailures@gsa.gov,,,,fo=1 ri=86400 ,,Valid,Valid,Very bad: none,Very bad: 10,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; pct=10; fo=1; ri=86400; rua=mailto:dmarcreports@gsa.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarcfailures@gsa.gov"""
NYCOURTS.GOV,Yes,TXT,DMARC1,none,100,"mailto:re+andwhoycfeg@dmarc.postmarkapp.com,mailto:dmarc_agg@vali.email,mailto:ucs-dmarc-reports@nycourts.gov",,none,,r,,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1;p=none;pct=100;rua=mailto:re+andwhoycfeg@dmarc.postmarkapp.com,mailto:dmarc_agg@vali.email,mailto:ucs-dmarc-reports@nycourts.gov;sp=none;aspf=r;"""
NJHOUSING.GOV,No,,,,,,,,,,,,,,,,,
GRANDVIEWHEIGHTS.GOV,No,,,,,,,,,,,,,,,,,
VOTESTANLYCOUNTYNC.GOV,No,,,,,,,,,,,,,,,,,
FLETA.GOV,Yes,TXT,DMARC1,reject,100,"mailto:DMARC@hq.dhs.gov, mailto:reports@dmarc.cyber.dhs.gov",,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@hq.dhs.gov, mailto:reports@dmarc.cyber.dhs.gov"""
LOC.GOV,Yes,TXT,DMARC1,none,100,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,,,fo=1 rf=afrf ,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1;p=none;sp=none;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;rf=afrf;pct=100"""
ROCKMART-GA.GOV,No,,,,,,,,,,,,,,,,,
SOUTHBEAVERTOWNSHIPPA.GOV,No,,,,,,,,,,,,,,,,,
IPSWICHMA.GOV,Yes,TXT,DMARC1,none,,"mailto:dmarc_agg@valigov.email,mailto:admin@ipswichma.gov",,,,,,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; rua=mailto:dmarc_agg@valigov.email,mailto:admin@ipswichma.gov"""
DOTLAKEVILLAGECOUNCIL-NSN.GOV,No,,,,,,,,,,,,,,,,,
TREASURYAUCTION.GOV,Yes,TXT,DMARC1,reject,,"mailto:dmarcgov@frb.org,mailto:reports@dmarc.cyber.dhs.gov",,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; rua=mailto:dmarcgov@frb.org,mailto:reports@dmarc.cyber.dhs.gov"""
LEBANONCT.GOV,No,,,,,,,,,,,,,,,,,
OHIOCOUNTYKY.GOV,No,,,,,,,,,,,,,,,,,
WMATAOIG.GOV,Yes,TXT,DMARC1,quarantine,,mailto:security@wmataoig.gov,mailto:security@wmataoig.gov,,,,fo=1 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=quarantine; rua=mailto:security@wmataoig.gov; ruf=mailto:security@wmataoig.gov; fo=1;"""
OGLETHORPECOUNTYGA.GOV,No,,,,,,,,,,,,,,,,,
TONASKETWA.GOV,No,,,,,,,,,,,,,,,,,
AUDUBONCOUNTYIA.GOV,No,,,,,,,,,,,,,,,,,
SULLIVANCOUNTYNH.GOV,No,,,,,,,,,,,,,,,,,
ROCKISLANDTOWNSHIPIL.GOV,No,,,,,,,,,,,,,,,,,
CRAWFORDCOUNTYOHIOBOE.GOV,No,,,,,,,,,,,,,,,,,
LOTT-TX.GOV,No,,,,,,,,,,,,,,,,,
PASCUAYAQUI-NSN.GOV,No,,,,,,,,,,,,,,,,,
SHREWSBURY-MA.GOV,No,,,,,,,,,,,,,,,,,
DCCOURTS.GOV,No,,,,,,,,,,,,,,,,,
DECATURIL.GOV,Yes,TXT,DMARC1,reject,,mailto:re+hlvedijrjc5@dmarc.postmarkapp.com,,none,,,ri=86400 ,,Valid,Valid,Valid,Valid,"Very bad: p=reject, sp=none: Ignores subdomain DMARC fails and permits subdomain spoofing","""v=DMARC1; p=reject; rua=mailto:re+hlvedijrjc5@dmarc.postmarkapp.com; sp=none; ri=86400"""
WOODRIDGEIL.GOV,Yes,TXT,DMARC1,none,,mailto:dmarc_agg@vali.email,,,,,,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email;"""
CPARS.GOV,No,,,,,,,,,,,,,,,,,
UNIONCITYTN.GOV,No,,,,,,,,,,,,,,,,,
HPULTRIBE-NSN.GOV,No,,,,,,,,,,,,,,,,,
FLORIDAUNCLAIMEDPROPERTY.GOV,No,,,,,,,,,,,,,,,,,
SOUTHCAROLINA.GOV,No,,,,,,,,,,,,,,,,,
UKB-NSN.GOV,No,,,,,,,,,,,,,,,,,
FALMOUTHRETIREMENTMA.GOV,No,,,,,,,,,,,,,,,,,
SADDLEROCKNY.GOV,No,,,,,,,,,,,,,,,,,
FAIRMOUNTHEIGHTSMD.GOV,No,,,,,,,,,,,,,,,,,
MIEOG.GOV,No,,,,,,,,,,,,,,,,,
PAABLE.GOV,No,,,,,,,,,,,,,,,,,
AVON-MA.GOV,No,,,,,,,,,,,,,,,,,
STONECOUNTYMS.GOV,No,,,,,,,,,,,,,,,,,
NCDOI.GOV,No,,,,,,,,,,,,,,,,,
TSWG.GOV,No,,,,,,,,,,,,,,,,,
SANBORNIOWA.GOV,No,,,,,,,,,,,,,,,,,
BLNC.GOV,No,,,,,,,,,,,,,,,,,
PAAUDITOR.GOV,Yes,TXT,DMARC1,quarantine,100,mailto:oitadmin@paauditor.gov,,none,r,r,,,Invalid: Second flag is not P,Valid,Valid,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; pct=100; rua=mailto:oitadmin@paauditor.gov; p=quarantine; sp=none; adkim=r; aspf=r"""
READYBUSINESS.GOV,Yes,TXT,DMARC1,reject,100,"mailto:DMARC@fema.dhs.gov, mailto:reports@dmarc.cyber.dhs.gov",,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; pct=100; rua=mailto:DMARC@fema.dhs.gov, mailto:reports@dmarc.cyber.dhs.gov"""
GREATNECKESTATES-NY.GOV,No,,,,,,,,,,,,,,,,,
NYSDOT.GOV,No,,,,,,,,,,,,,,,,,
SANDIMASCA.GOV,Yes,TXT,DMARC1,none,,mailto:dmarc_agg@vali.email,,,,,,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email;"""
COWORKFORCE.GOV,No,,,,,,,,,,,,,,,,,
SAGUACHECOUNTY-CO.GOV,Yes,TXT,DMARC1,none,,mailto:dmarc@saguachecounty-co.gov,,,,,,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; rua=mailto:dmarc@saguachecounty-co.gov"""
ONSLOWCOUNTYNC.GOV,Yes,TXT,DMARC1,none,,mailto:dmarc_agg@vali.email,,,,,,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email;"""
INTELLIGENCECAREERS.GOV,No,,,,,,,,,,,,,,,,,
HAMILTONVA.GOV,No,,,,,,,,,,,,,,,,,
GEARUPIOWA.GOV,No,,,,,,,,,,,,,,,,,
NJOAG.GOV,Yes,TXT,DMARC1,reject,,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,,,,fo=1 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com"""
JACKSONWY.GOV,No,,,,,,,,,,,,,,,,,
PHILA.GOV,No,,,,,,,,,,,,,,,,,
NYSENATE.GOV,Yes,TXT,DMARC1,none,,mailto:dmarcreports@nysenate.gov,,,,,,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; rua=mailto:dmarcreports@nysenate.gov"""
OBIONCOUNTYTN.GOV,No,,,,,,,,,,,,,,,,,
TOWNOFTAYCHEEDAHWI.GOV,No,,,,,,,,,,,,,,,,,
IOWAELEVATORS.GOV,No,,,,,,,,,,,,,,,,,
MEDALOFVALOR.GOV,Yes,TXT,DMARC1,reject,,"mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarcreports@usdoj.gov",,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarcreports@usdoj.gov"""
LOWERALLOWAYSCREEK-NJ.GOV,No,,,,,,,,,,,,,,,,,
PALRB.GOV,No,,,,,,,,,,,,,,,,,
HONESDALEPD-PA.GOV,No,,,,,,,,,,,,,,,,,
BENHILLCOUNTY-GA.GOV,No,,,,,,,,,,,,,,,,,
ERIE.GOV,Yes,TXT,DMARC1,none,,,,,,,,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1;p=none"""
PRESIDENTIALINNOVATIONFELLOWS.GOV,Yes,TXT,DMARC1,reject,100,"mailto:dmarcreports@gsa.gov,mailto:reports@dmarc.cyber.dhs.gov",mailto:dmarcfailures@gsa.gov,,,,fo=1 ri=86400 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; pct=100; fo=1; ri=86400; rua=mailto:dmarcreports@gsa.gov,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarcfailures@gsa.gov"""
DELAWARECOUNTYOHIO.GOV,No,,,,,,,,,,,,,,,,,
IOWACULTURE.GOV,No,,,,,,,,,,,,,,,,,
CAMDENTN.GOV,No,,,,,,,,,,,,,,,,,
DALLAS.GOV,No,,,,,,,,,,,,,,,,,
ALBANYCOUNTYNY.GOV,No,,,,,,,,,,,,,,,,,
CABARRUSCOUNTYNC.GOV,No,,,,,,,,,,,,,,,,,
FOIA-DC.GOV,No,,,,,,,,,,,,,,,,,
ROSSLYNFARMSPA.GOV,No,,,,,,,,,,,,,,,,,
EAGARAZ.GOV,No,,,,,,,,,,,,,,,,,
GLENDALEWI.GOV,No,,,,,,,,,,,,,,,,,
BURLINGTON-WI.GOV,Yes,TXT,DMARC1,quarantine,,mailto:dmarc-rua@burlington-wi.gov,mailto:dmarc-ruf@burlington-wi.gov,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=quarantine; rua=mailto:dmarc-rua@burlington-wi.gov; ruf=mailto:dmarc-ruf@burlington-wi.gov;"""
CHRISTIANCOUNTYMO.GOV,No,,,,,,,,,,,,,,,,,
BELLAIRETX.GOV,No,,,,,,,,,,,,,,,,,
DOUGLASAZ.GOV,No,,,,,,,,,,,,,,,,,
MARQUETTEMI.GOV,No,,,,,,,,,,,,,,,,,
MEDPAC.GOV,No,,,,,,,,,,,,,,,,,
ALCONSERVATIONDISTRICTS.GOV,No,,,,,,,,,,,,,,,,,
NEWTONMA.GOV,No,,,,,,,,,,,,,,,,,
ISLANDCOUNTYWA.GOV,No,,,,,,,,,,,,,,,,,
SAINTPETERMN.GOV,No,,,,,,,,,,,,,,,,,
VIRGINIACAPITOL.GOV,No,,,,,,,,,,,,,,,,,
SUGARLANDTX.GOV,No,,,,,,,,,,,,,,,,,
CROW-NSN.GOV,No,,,,,,,,,,,,,,,,,
TUSKEGEEALABAMA.GOV,No,,,,,,,,,,,,,,,,,
MARBLEFALLSTX.GOV,No,,,,,,,,,,,,,,,,,
AZABRC.GOV,No,,,,,,,,,,,,,,,,,
DAYTONOREGON.GOV,No,,,,,,,,,,,,,,,,,
DICKINSONCOUNTYSHERIFFMI.GOV,No,,,,,,,,,,,,,,,,,
EARNANDLEARNIOWA.GOV,No,,,,,,,,,,,,,,,,,
HUMBLETX.GOV,No,,,,,,,,,,,,,,,,,
EARTHSYSTEMPREDICTION.GOV,Yes,TXT,DMARC1,reject,,"mailto:dmarc-reports@doc.gov,mailto:reports@dmarc.cyber.dhs.gov",,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; rua=mailto:dmarc-reports@doc.gov,mailto:reports@dmarc.cyber.dhs.gov"""
BERKELEYCOUNTYSC.GOV,No,,,,,,,,,,,,,,,,,
TALENTFOUNDCO.GOV,No,,,,,,,,,,,,,,,,,
TALLAPOOSAGA.GOV,Yes,TXT,DMARC1,none,100,mailto:dmarcreports@tallapoosaga.gov,mailto:dmarcreports@tallapoosaga.gov,,s,r,ri=86400 rf=afrf fo=1 ,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; pct=100; ri=86400; rua=mailto:dmarcreports@tallapoosaga.gov; rf=afrf; ruf=mailto:dmarcreports@tallapoosaga.gov; aspf=r; adkim=s; fo=1;"""
CONSUMERFINANCIALPROTECTIONBUREAU.GOV,No,,,,,,,,,,,,,,,,,
NORRIDGE-IL.GOV,No,,,,,,,,,,,,,,,,,
JEFFERSONCOUNTYTN.GOV,No,,,,,,,,,,,,,,,,,
FFB.GOV,Yes,TXT,DMARC1,reject,,"mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov",mailto:us-treasury@ruf.dmp.cisco.com,,,,fo=1 ,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; fo=1; rua=mailto:us-treasury@rua.dmp.cisco.com,mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:us-treasury@ruf.dmp.cisco.com"""
LOUISVILLETN.GOV,No,,,,,,,,,,,,,,,,,
FITZWILLIAM-NH.GOV,No,,,,,,,,,,,,,,,,,
STOPFAKES.GOV,Yes,TXT,DMARC1,reject,,"mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_reports@trade.gov,mailto:dmarc-reports@doc.gov",mailto:dmarc_reports@trade.gov,reject,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; rua=mailto:reports@dmarc.cyber.dhs.gov,mailto:dmarc_reports@trade.gov,mailto:dmarc-reports@doc.gov; ruf=mailto:dmarc_reports@trade.gov; sp=reject"""
SCIJINKS.GOV,No,,,,,,,,,,,,,,,,,
FIRESCIENCE.GOV,Yes,TXT,DMARC1,reject,,"mailto:dmarc_reports@doi.gov,mailto:reports@dmarc.cyber.dhs.gov",,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1;p=reject;rua=mailto:dmarc_reports@doi.gov,mailto:reports@dmarc.cyber.dhs.gov"""
GOLFMANOROH.GOV,Yes,TXT,DMARC1,none,100,mailto:dipashadmin@golfmanoroh.gov,mailto:palmereb@hotmail.com,,,,,,Valid,Valid,Very bad: none,Valid,Bad: sp=none: Ignores subdomain DMARC fails,"""v=DMARC1; p=none; pct=100; rua=mailto:dipashadmin@golfmanoroh.gov; ruf=mailto:palmereb@hotmail.com;"""
PIEDMONT-OK.GOV,No,,,,,,,,,,,,,,,,,
AZ911.GOV,No,,,,,,,,,,,,,,,,,
POTTCOUNTY-IA.GOV,No,,,,,,,,,,,,,,,,,
NWIRP.GOV,Yes,TXT,DMARC1,reject,,"mailto:dmarcrua@nist.gov,mailto:dmarc-reports@doc.gov, mailto:reports@dmarc.cyber.dhs.gov",mailto:dmarcruf@nist.gov,,,,,,Valid,Valid,Valid,Valid,Valid,"""v=DMARC1; p=reject; rua=mailto:dmarcrua@nist.gov,mailto:dmarc-reports@doc.gov, mailto:reports@dmarc.cyber.dhs.gov; ruf=mailto:dmarcruf@nist.gov"""
FORESTPARKGA.GOV,No,,,,,,,,,,,,,,,,,
ESSEXCT.GOV,No,,,,,,,,,,,,,,,,,
RRNM.GOV,No,,,,,,,,,,,,,,,,,
STOWEVT.GOV,No,,,,,,,,,,,,,,,,,
